AverageTemperature,City,lat,lon,year,diff
-0.57,Bridgeport,40.99,-72.43,1962,-0.834
-1.4,Bridgeport,40.99,-72.43,1963,-1.664
0.483,Bridgeport,40.99,-72.43,1964,0.219
-2.445,Bridgeport,40.99,-72.43,1965,-2.709
-0.949,Bridgeport,40.99,-72.43,1966,-1.213
2.152,Bridgeport,40.99,-72.43,1967,1.888
-2.957,Bridgeport,40.99,-72.43,1968,-3.221
-1.002,Bridgeport,40.99,-72.43,1969,-1.266
-4.495,Bridgeport,40.99,-72.43,1970,-4.759
-3.075,Bridgeport,40.99,-72.43,1971,-3.339
0.917,Bridgeport,40.99,-72.43,1972,0.653
0.821,Bridgeport,40.99,-72.43,1973,0.557
0.927,Bridgeport,40.99,-72.43,1974,0.663
2.29,Bridgeport,40.99,-72.43,1975,2.026
-2.394,Bridgeport,40.99,-72.43,1976,-2.658
-5.059,Bridgeport,40.99,-72.43,1977,-5.323
-1.93,Bridgeport,40.99,-72.43,1978,-2.194
0.186,Bridgeport,40.99,-72.43,1979,-0.078
0.163,Bridgeport,40.99,-72.43,1980,-0.101
-4.789,Bridgeport,40.99,-72.43,1981,-5.053
-4.391,Bridgeport,40.99,-72.43,1982,-4.655
0.421,Bridgeport,40.99,-72.43,1983,0.157
-2.037,Bridgeport,40.99,-72.43,1984,-2.301
-2.705,Bridgeport,40.99,-72.43,1985,-2.969
0.427,Bridgeport,40.99,-72.43,1986,0.163
-0.607,Bridgeport,40.99,-72.43,1987,-0.871
-2.286,Bridgeport,40.99,-72.43,1988,-2.55
1.677,Bridgeport,40.99,-72.43,1989,1.413
3.324,Bridgeport,40.99,-72.43,1990,3.06
0.168,Bridgeport,40.99,-72.43,1991,-0.096
0.5,Bridgeport,40.99,-72.43,1992,0.236
1.169,Bridgeport,40.99,-72.43,1993,0.905
-3.848,Bridgeport,40.99,-72.43,1994,-4.112
2.646,Bridgeport,40.99,-72.43,1995,2.382
-0.967,Bridgeport,40.99,-72.43,1996,-1.231
-0.327,Bridgeport,40.99,-72.43,1997,-0.591
3.179,Bridgeport,40.99,-72.43,1998,2.915
0.62,Bridgeport,40.99,-72.43,1999,0.356
-1.108,Bridgeport,40.99,-72.43,2000,-1.372
-0.533,Bridgeport,40.99,-72.43,2001,-0.797
3.345,Bridgeport,40.99,-72.43,2002,3.081
-2.477,Bridgeport,40.99,-72.43,2003,-2.741
-4.287,Bridgeport,40.99,-72.43,2004,-4.551
-1.153,Bridgeport,40.99,-72.43,2005,-1.417
3.656,Bridgeport,40.99,-72.43,2006,3.392
2.371,Bridgeport,40.99,-72.43,2007,2.107
1.804,Bridgeport,40.99,-72.43,2008,1.54
-2.662,Bridgeport,40.99,-72.43,2009,-2.926
-0.363,Bridgeport,40.99,-72.43,2010,-0.627
-1.765,Bridgeport,40.99,-72.43,2011,-2.029
2.603,Bridgeport,40.99,-72.43,2012,2.339
0.939,Bridgeport,40.99,-72.43,2013,0.675
17.033,Brownsville,26.52,-96.72,1960,0
13.874,Brownsville,26.52,-96.72,1961,-3.159
14.027,Brownsville,26.52,-96.72,1962,-3.006
13.781,Brownsville,26.52,-96.72,1963,-3.252
16.269,Brownsville,26.52,-96.72,1964,-0.764
18.687,Brownsville,26.52,-96.72,1965,1.654
13.775,Brownsville,26.52,-96.72,1966,-3.258
16.063,Brownsville,26.52,-96.72,1967,-0.97
15.031,Brownsville,26.52,-96.72,1968,-2.002
17.999,Brownsville,26.52,-96.72,1969,0.966
14.135,Brownsville,26.52,-96.72,1970,-2.898
19.175,Brownsville,26.52,-96.72,1971,2.142
19.246,Brownsville,26.52,-96.72,1972,2.213
13.62,Brownsville,26.52,-96.72,1973,-3.413
17.361,Brownsville,26.52,-96.72,1974,0.328
17.887,Brownsville,26.52,-96.72,1975,0.854
16.154,Brownsville,26.52,-96.72,1976,-0.879
13.003,Brownsville,26.52,-96.72,1977,-4.03
13.075,Brownsville,26.52,-96.72,1978,-3.958
13.761,Brownsville,26.52,-96.72,1979,-3.272
18.011,Brownsville,26.52,-96.72,1980,0.978
15.81,Brownsville,26.52,-96.72,1981,-1.223
17.472,Brownsville,26.52,-96.72,1982,0.439
15.814,Brownsville,26.52,-96.72,1983,-1.219
13.829,Brownsville,26.52,-96.72,1984,-3.204
13.365,Brownsville,26.52,-96.72,1985,-3.668
17.173,Brownsville,26.52,-96.72,1986,0.14
16.034,Brownsville,26.52,-96.72,1987,-0.999
14.342,Brownsville,26.52,-96.72,1988,-2.691
19.659,Brownsville,26.52,-96.72,1989,2.626
18.871,Brownsville,26.52,-96.72,1990,1.838
15.445,Brownsville,26.52,-96.72,1991,-1.588
15.521,Brownsville,26.52,-96.72,1992,-1.512
16.979,Brownsville,26.52,-96.72,1993,-0.054
17.761,Brownsville,26.52,-96.72,1994,0.728
17.525,Brownsville,26.52,-96.72,1995,0.492
17.15,Brownsville,26.52,-96.72,1996,0.117
15.438,Brownsville,26.52,-96.72,1997,-1.595
19.685,Brownsville,26.52,-96.72,1998,2.652
19.159,Brownsville,26.52,-96.72,1999,2.126
19.859,Brownsville,26.52,-96.72,2000,2.826
15.906,Brownsville,26.52,-96.72,2001,-1.127
18.144,Brownsville,26.52,-96.72,2002,1.111
15.878,Brownsville,26.52,-96.72,2003,-1.155
17.732,Brownsville,26.52,-96.72,2004,0.699
19.203,Brownsville,26.52,-96.72,2005,2.17
19.346,Brownsville,26.52,-96.72,2006,2.313
15.359,Brownsville,26.52,-96.72,2007,-1.674
16.934,Brownsville,26.52,-96.72,2008,-0.099
18.291,Brownsville,26.52,-96.72,2009,1.258
15.56,Brownsville,26.52,-96.72,2010,-1.473
16.913,Brownsville,26.52,-96.72,2011,-0.12
19.08,Brownsville,26.52,-96.72,2012,2.047
17.504,Brownsville,26.52,-96.72,2013,0.471
-3.77,Buffalo,42.59,-78.55,1960,0
-7.549,Buffalo,42.59,-78.55,1961,-3.779
-5.797,Buffalo,42.59,-78.55,1962,-2.027
-7.654,Buffalo,42.59,-78.55,1963,-3.884
-3.339,Buffalo,42.59,-78.55,1964,0.431
-6.053,Buffalo,42.59,-78.55,1965,-2.283
-6.654,Buffalo,42.59,-78.55,1966,-2.884
-1.575,Buffalo,42.59,-78.55,1967,2.195
-7.196,Buffalo,42.59,-78.55,1968,-3.426
-4.66,Buffalo,42.59,-78.55,1969,-0.89
-8.957,Buffalo,42.59,-78.55,1970,-5.187
-7.176,Buffalo,42.59,-78.55,1971,-3.406
-4.03,Buffalo,42.59,-78.55,1972,-0.26
-2.875,Buffalo,42.59,-78.55,1973,0.895
-3.111,Buffalo,42.59,-78.55,1974,0.659
-2.248,Buffalo,42.59,-78.55,1975,1.522
-7.567,Buffalo,42.59,-78.55,1976,-3.797
-11.23,Buffalo,42.59,-78.55,1977,-7.46
-7.146,Buffalo,42.59,-78.55,1978,-3.376
-6.626,Buffalo,42.59,-78.55,1979,-2.856
-4.313,Buffalo,42.59,-78.55,1980,-0.543
-8.473,Buffalo,42.59,-78.55,1981,-4.703
-8.588,Buffalo,42.59,-78.55,1982,-4.818
-3.528,Buffalo,42.59,-78.55,1983,0.242
-7.457,Buffalo,42.59,-78.55,1984,-3.687
-7.051,Buffalo,42.59,-78.55,1985,-3.281
-4.39,Buffalo,42.59,-78.55,1986,-0.62
-4.287,Buffalo,42.59,-78.55,1987,-0.517
-4.854,Buffalo,42.59,-78.55,1988,-1.084
-1.512,Buffalo,42.59,-78.55,1989,2.258
0.121,Buffalo,42.59,-78.55,1990,3.891
-4.458,Buffalo,42.59,-78.55,1991,-0.688
-3.295,Buffalo,42.59,-78.55,1992,0.475
-2.517,Buffalo,42.59,-78.55,1993,1.253
-9.522,Buffalo,42.59,-78.55,1994,-5.752
-1.983,Buffalo,42.59,-78.55,1995,1.787
-5.915,Buffalo,42.59,-78.55,1996,-2.145
-5.306,Buffalo,42.59,-78.55,1997,-1.536
-0.695,Buffalo,42.59,-78.55,1998,3.075
-4.984,Buffalo,42.59,-78.55,1999,-1.214
-5.201,Buffalo,42.59,-78.55,2000,-1.431
-3.65,Buffalo,42.59,-78.55,2001,0.12
-0.303,Buffalo,42.59,-78.55,2002,3.467
-7.718,Buffalo,42.59,-78.55,2003,-3.948
-8.342,Buffalo,42.59,-78.55,2004,-4.572
-5.333,Buffalo,42.59,-78.55,2005,-1.563
0.993,Buffalo,42.59,-78.55,2006,4.763
-1.971,Buffalo,42.59,-78.55,2007,1.799
-2.051,Buffalo,42.59,-78.55,2008,1.719
-8.09,Buffalo,42.59,-78.55,2009,-4.32
-4.753,Buffalo,42.59,-78.55,2010,-0.983
-6.208,Buffalo,42.59,-78.55,2011,-2.438
-1.892,Buffalo,42.59,-78.55,2012,1.878
-2.211,Buffalo,42.59,-78.55,2013,1.559
7.533,Burbank,34.56,-118.7,1960,0
10.846,Burbank,34.56,-118.7,1961,3.313
9.274,Burbank,34.56,-118.7,1962,1.741
8.111,Burbank,34.56,-118.7,1963,0.578
8.293,Burbank,34.56,-118.7,1964,0.76
9.838,Burbank,34.56,-118.7,1965,2.305
7.919,Burbank,34.56,-118.7,1966,0.386
9.493,Burbank,34.56,-118.7,1967,1.96
8.795,Burbank,34.56,-118.7,1968,1.262
9.637,Burbank,34.56,-118.7,1969,2.104
9.581,Burbank,34.56,-118.7,1970,2.048
8.99,Burbank,34.56,-118.7,1971,1.457
7.915,Burbank,34.56,-118.7,1972,0.382
7.562,Burbank,34.56,-118.7,1973,0.029
8.081,Burbank,34.56,-118.7,1974,0.548
9.223,Burbank,34.56,-118.7,1975,1.69
10.462,Burbank,34.56,-118.7,1976,2.929
8.989,Burbank,34.56,-118.7,1977,1.456
9.901,Burbank,34.56,-118.7,1978,2.368
7.271,Burbank,34.56,-118.7,1979,-0.262
10.684,Burbank,34.56,-118.7,1980,3.151
10.788,Burbank,34.56,-118.7,1981,3.255
7.891,Burbank,34.56,-118.7,1982,0.358
10.333,Burbank,34.56,-118.7,1983,2.8
10.851,Burbank,34.56,-118.7,1984,3.318
8.371,Burbank,34.56,-118.7,1985,0.838
12.113,Burbank,34.56,-118.7,1986,4.58
7.957,Burbank,34.56,-118.7,1987,0.424
8.97,Burbank,34.56,-118.7,1988,1.437
8.158,Burbank,34.56,-118.7,1989,0.625
9.464,Burbank,34.56,-118.7,1990,1.931
9.281,Burbank,34.56,-118.7,1991,1.748
9.292,Burbank,34.56,-118.7,1992,1.759
8.568,Burbank,34.56,-118.7,1993,1.035
10.553,Burbank,34.56,-118.7,1994,3.02
9.119,Burbank,34.56,-118.7,1995,1.586
10.328,Burbank,34.56,-118.7,1996,2.795
9.437,Burbank,34.56,-118.7,1997,1.904
9.699,Burbank,34.56,-118.7,1998,2.166
10.527,Burbank,34.56,-118.7,1999,2.994
10.772,Burbank,34.56,-118.7,2000,3.239
8.398,Burbank,34.56,-118.7,2001,0.865
9.022,Burbank,34.56,-118.7,2002,1.489
13.492,Burbank,34.56,-118.7,2003,5.959
9.588,Burbank,34.56,-118.7,2004,2.055
9.87,Burbank,34.56,-118.7,2005,2.337
9.846,Burbank,34.56,-118.7,2006,2.313
8.391,Burbank,34.56,-118.7,2007,0.858
8.196,Burbank,34.56,-118.7,2008,0.663
11.882,Burbank,34.56,-118.7,2009,4.349
10.09,Burbank,34.56,-118.7,2010,2.557
10.432,Burbank,34.56,-118.7,2011,2.899
11.581,Burbank,34.56,-118.7,2012,4.048
8.813,Burbank,34.56,-118.7,2013,1.28
18.496,Cape Coral,26.52,-82.39,1960,0
17.087,Cape Coral,26.52,-82.39,1961,-1.409
19.001,Cape Coral,26.52,-82.39,1962,0.505
18.246,Cape Coral,26.52,-82.39,1963,-0.25
18.065,Cape Coral,26.52,-82.39,1964,-0.431
18.736,Cape Coral,26.52,-82.39,1965,0.24
17.775,Cape Coral,26.52,-82.39,1966,-0.721
20.084,Cape Coral,26.52,-82.39,1967,1.588
18.541,Cape Coral,26.52,-82.39,1968,0.045
18.293,Cape Coral,26.52,-82.39,1969,-0.203
16.109,Cape Coral,26.52,-82.39,1970,-2.387
18.762,Cape Coral,26.52,-82.39,1971,0.266
22.077,Cape Coral,26.52,-82.39,1972,3.581
19.66,Cape Coral,26.52,-82.39,1973,1.164
23.357,Cape Coral,26.52,-82.39,1974,4.861
21.401,Cape Coral,26.52,-82.39,1975,2.905
16.911,Cape Coral,26.52,-82.39,1976,-1.585
14.912,Cape Coral,26.52,-82.39,1977,-3.584
16.173,Cape Coral,26.52,-82.39,1978,-2.323
17.67,Cape Coral,26.52,-82.39,1979,-0.826
18.907,Cape Coral,26.52,-82.39,1980,0.411
13.615,Cape Coral,26.52,-82.39,1981,-4.881
18.868,Cape Coral,26.52,-82.39,1982,0.372
17.845,Cape Coral,26.52,-82.39,1983,-0.651
17.746,Cape Coral,26.52,-82.39,1984,-0.75
16.513,Cape Coral,26.52,-82.39,1985,-1.983
18.2,Cape Coral,26.52,-82.39,1986,-0.296
18.168,Cape Coral,26.52,-82.39,1987,-0.328
17.83,Cape Coral,26.52,-82.39,1988,-0.666
21.295,Cape Coral,26.52,-82.39,1989,2.799
21.054,Cape Coral,26.52,-82.39,1990,2.558
21.367,Cape Coral,26.52,-82.39,1991,2.871
18.041,Cape Coral,26.52,-82.39,1992,-0.455
21.581,Cape Coral,26.52,-82.39,1993,3.085
18.904,Cape Coral,26.52,-82.39,1994,0.408
17.768,Cape Coral,26.52,-82.39,1995,-0.728
17.923,Cape Coral,26.52,-82.39,1996,-0.573
19.187,Cape Coral,26.52,-82.39,1997,0.691
20.073,Cape Coral,26.52,-82.39,1998,1.577
20.14,Cape Coral,26.52,-82.39,1999,1.644
18.927,Cape Coral,26.52,-82.39,2000,0.431
15.743,Cape Coral,26.52,-82.39,2001,-2.753
19.587,Cape Coral,26.52,-82.39,2002,1.091
15.772,Cape Coral,26.52,-82.39,2003,-2.724
18.084,Cape Coral,26.52,-82.39,2004,-0.412
19.119,Cape Coral,26.52,-82.39,2005,0.623
19.62,Cape Coral,26.52,-82.39,2006,1.124
20.754,Cape Coral,26.52,-82.39,2007,2.258
19.087,Cape Coral,26.52,-82.39,2008,0.591
17.984,Cape Coral,26.52,-82.39,2009,-0.512
15.701,Cape Coral,26.52,-82.39,2010,-2.795
17.513,Cape Coral,26.52,-82.39,2011,-0.983
18.88,Cape Coral,26.52,-82.39,2012,0.384
21.659,Cape Coral,26.52,-82.39,2013,3.163
4.51,Cary,36.17,-79.56,1960,0
1.697,Cary,36.17,-79.56,1961,-2.813
2.75,Cary,36.17,-79.56,1962,-1.76
1.986,Cary,36.17,-79.56,1963,-2.524
3.666,Cary,36.17,-79.56,1964,-0.844
4.098,Cary,36.17,-79.56,1965,-0.412
1.281,Cary,36.17,-79.56,1966,-3.229
5.547,Cary,36.17,-79.56,1967,1.037
1.52,Cary,36.17,-79.56,1968,-2.99
1.92,Cary,36.17,-79.56,1969,-2.59
0.564,Cary,36.17,-79.56,1970,-3.946
2.801,Cary,36.17,-79.56,1971,-1.709
6.108,Cary,36.17,-79.56,1972,1.598
3.882,Cary,36.17,-79.56,1973,-0.628
8.739,Cary,36.17,-79.56,1974,4.229
5.549,Cary,36.17,-79.56,1975,1.039
2.2,Cary,36.17,-79.56,1976,-2.31
-2.69,Cary,36.17,-79.56,1977,-7.2
-0.167,Cary,36.17,-79.56,1978,-4.677
2.213,Cary,36.17,-79.56,1979,-2.297
4.194,Cary,36.17,-79.56,1980,-0.316
0.852,Cary,36.17,-79.56,1981,-3.658
0.098,Cary,36.17,-79.56,1982,-4.412
2.815,Cary,36.17,-79.56,1983,-1.695
1.939,Cary,36.17,-79.56,1984,-2.571
0.905,Cary,36.17,-79.56,1985,-3.605
3.002,Cary,36.17,-79.56,1986,-1.508
2.609,Cary,36.17,-79.56,1987,-1.901
0.554,Cary,36.17,-79.56,1988,-3.956
6.046,Cary,36.17,-79.56,1989,1.536
7.61,Cary,36.17,-79.56,1990,3.1
4.71,Cary,36.17,-79.56,1991,0.2
5.379,Cary,36.17,-79.56,1992,0.869
5.415,Cary,36.17,-79.56,1993,0.905
1.297,Cary,36.17,-79.56,1994,-3.213
4.535,Cary,36.17,-79.56,1995,0.025
2.612,Cary,36.17,-79.56,1996,-1.898
4.067,Cary,36.17,-79.56,1997,-0.443
6.372,Cary,36.17,-79.56,1998,1.862
6.471,Cary,36.17,-79.56,1999,1.961
3.299,Cary,36.17,-79.56,2000,-1.211
3.606,Cary,36.17,-79.56,2001,-0.904
5.371,Cary,36.17,-79.56,2002,0.861
2.038,Cary,36.17,-79.56,2003,-2.472
2.63,Cary,36.17,-79.56,2004,-1.88
5.571,Cary,36.17,-79.56,2005,1.061
7.671,Cary,36.17,-79.56,2006,3.161
6.308,Cary,36.17,-79.56,2007,1.798
3.865,Cary,36.17,-79.56,2008,-0.645
2.909,Cary,36.17,-79.56,2009,-1.601
2.13,Cary,36.17,-79.56,2010,-2.38
2.105,Cary,36.17,-79.56,2011,-2.405
5.916,Cary,36.17,-79.56,2012,1.406
5.791,Cary,36.17,-79.56,2013,1.281
-6.4,Cedar Rapids,42.59,-91.64,1960,0
-7.922,Cedar Rapids,42.59,-91.64,1961,-1.522
-10.698,Cedar Rapids,42.59,-91.64,1962,-4.298
-13.802,Cedar Rapids,42.59,-91.64,1963,-7.402
-4.106,Cedar Rapids,42.59,-91.64,1964,2.294
-8.941,Cedar Rapids,42.59,-91.64,1965,-2.541
-12.043,Cedar Rapids,42.59,-91.64,1966,-5.643
-5.758,Cedar Rapids,42.59,-91.64,1967,0.642
-7.264,Cedar Rapids,42.59,-91.64,1968,-0.864
-9.899,Cedar Rapids,42.59,-91.64,1969,-3.499
-12.79,Cedar Rapids,42.59,-91.64,1970,-6.39
-11.725,Cedar Rapids,42.59,-91.64,1971,-5.325
-10.16,Cedar Rapids,42.59,-91.64,1972,-3.76
-6.083,Cedar Rapids,42.59,-91.64,1973,0.317
-7.961,Cedar Rapids,42.59,-91.64,1974,-1.561
-6.764,Cedar Rapids,42.59,-91.64,1975,-0.364
-7.973,Cedar Rapids,42.59,-91.64,1976,-1.573
-15.632,Cedar Rapids,42.59,-91.64,1977,-9.232
-13.383,Cedar Rapids,42.59,-91.64,1978,-6.983
-15.311,Cedar Rapids,42.59,-91.64,1979,-8.911
-7.003,Cedar Rapids,42.59,-91.64,1980,-0.603
-5.895,Cedar Rapids,42.59,-91.64,1981,0.505
-13.958,Cedar Rapids,42.59,-91.64,1982,-7.558
-4.752,Cedar Rapids,42.59,-91.64,1983,1.648
-8.71,Cedar Rapids,42.59,-91.64,1984,-2.31
-10.484,Cedar Rapids,42.59,-91.64,1985,-4.084
-7.012,Cedar Rapids,42.59,-91.64,1986,-0.612
-5.097,Cedar Rapids,42.59,-91.64,1987,1.303
-10.081,Cedar Rapids,42.59,-91.64,1988,-3.681
-2.325,Cedar Rapids,42.59,-91.64,1989,4.075
-1.758,Cedar Rapids,42.59,-91.64,1990,4.642
-10.44,Cedar Rapids,42.59,-91.64,1991,-4.04
-3.919,Cedar Rapids,42.59,-91.64,1992,2.481
-7.528,Cedar Rapids,42.59,-91.64,1993,-1.128
-12.799,Cedar Rapids,42.59,-91.64,1994,-6.399
-7.713,Cedar Rapids,42.59,-91.64,1995,-1.313
-9.01,Cedar Rapids,42.59,-91.64,1996,-2.61
-9.715,Cedar Rapids,42.59,-91.64,1997,-3.315
-4.689,Cedar Rapids,42.59,-91.64,1998,1.711
-9.174,Cedar Rapids,42.59,-91.64,1999,-2.774
-6.726,Cedar Rapids,42.59,-91.64,2000,-0.326
-6.611,Cedar Rapids,42.59,-91.64,2001,-0.211
-1.696,Cedar Rapids,42.59,-91.64,2002,4.704
-7.703,Cedar Rapids,42.59,-91.64,2003,-1.303
-8.289,Cedar Rapids,42.59,-91.64,2004,-1.889
-7.432,Cedar Rapids,42.59,-91.64,2005,-1.032
-0.117,Cedar Rapids,42.59,-91.64,2006,6.283
-5.217,Cedar Rapids,42.59,-91.64,2007,1.183
-8.936,Cedar Rapids,42.59,-91.64,2008,-2.536
-12.11,Cedar Rapids,42.59,-91.64,2009,-5.71
-9.625,Cedar Rapids,42.59,-91.64,2010,-3.225
-9.267,Cedar Rapids,42.59,-91.64,2011,-2.867
-3.902,Cedar Rapids,42.59,-91.64,2012,2.498
-5.855,Cedar Rapids,42.59,-91.64,2013,0.545
8.487,Chandler,32.95,-112.02,1960,0
12.243,Chandler,32.95,-112.02,1961,3.756
10.077,Chandler,32.95,-112.02,1962,1.59
9.023,Chandler,32.95,-112.02,1963,0.536
8.505,Chandler,32.95,-112.02,1964,0.018
11.519,Chandler,32.95,-112.02,1965,3.032
8.879,Chandler,32.95,-112.02,1966,0.392
10.252,Chandler,32.95,-112.02,1967,1.765
10.856,Chandler,32.95,-112.02,1968,2.369
12.476,Chandler,32.95,-112.02,1969,3.989
10.278,Chandler,32.95,-112.02,1970,1.791
10.366,Chandler,32.95,-112.02,1971,1.879
9.953,Chandler,32.95,-112.02,1972,1.466
9.115,Chandler,32.95,-112.02,1973,0.628
10.543,Chandler,32.95,-112.02,1974,2.056
10.055,Chandler,32.95,-112.02,1975,1.568
11.192,Chandler,32.95,-112.02,1976,2.705
10.387,Chandler,32.95,-112.02,1977,1.9
11.425,Chandler,32.95,-112.02,1978,2.938
8.366,Chandler,32.95,-112.02,1979,-0.121
12.22,Chandler,32.95,-112.02,1980,3.733
13.21,Chandler,32.95,-112.02,1981,4.723
10.538,Chandler,32.95,-112.02,1982,2.051
11.46,Chandler,32.95,-112.02,1983,2.973
11.476,Chandler,32.95,-112.02,1984,2.989
10.207,Chandler,32.95,-112.02,1985,1.72
13.932,Chandler,32.95,-112.02,1986,5.445
10.254,Chandler,32.95,-112.02,1987,1.767
10.415,Chandler,32.95,-112.02,1988,1.928
10.165,Chandler,32.95,-112.02,1989,1.678
10.533,Chandler,32.95,-112.02,1990,2.046
10.61,Chandler,32.95,-112.02,1991,2.123
10.813,Chandler,32.95,-112.02,1992,2.326
12.205,Chandler,32.95,-112.02,1993,3.718
11.2,Chandler,32.95,-112.02,1994,2.713
10.806,Chandler,32.95,-112.02,1995,2.319
12.004,Chandler,32.95,-112.02,1996,3.517
11.482,Chandler,32.95,-112.02,1997,2.995
11.745,Chandler,32.95,-112.02,1998,3.258
12.17,Chandler,32.95,-112.02,1999,3.683
12.779,Chandler,32.95,-112.02,2000,4.292
10.237,Chandler,32.95,-112.02,2001,1.75
10.939,Chandler,32.95,-112.02,2002,2.452
14.351,Chandler,32.95,-112.02,2003,5.864
11.741,Chandler,32.95,-112.02,2004,3.254
11.985,Chandler,32.95,-112.02,2005,3.498
12.003,Chandler,32.95,-112.02,2006,3.516
9.487,Chandler,32.95,-112.02,2007,1
10.286,Chandler,32.95,-112.02,2008,1.799
12.671,Chandler,32.95,-112.02,2009,4.184
11.818,Chandler,32.95,-112.02,2010,3.331
10.703,Chandler,32.95,-112.02,2011,2.216
12.406,Chandler,32.95,-112.02,2012,3.919
9.58,Chandler,32.95,-112.02,2013,1.093
10.444,Charleston,32.95,-79.47,1960,0
8.199,Charleston,32.95,-79.47,1961,-2.245
9.695,Charleston,32.95,-79.47,1962,-0.749
8.542,Charleston,32.95,-79.47,1963,-1.902
9.704,Charleston,32.95,-79.47,1964,-0.74
10.62,Charleston,32.95,-79.47,1965,0.176
8.2,Charleston,32.95,-79.47,1966,-2.244
11.304,Charleston,32.95,-79.47,1967,0.86
7.722,Charleston,32.95,-79.47,1968,-2.722
8.493,Charleston,32.95,-79.47,1969,-1.951
6.435,Charleston,32.95,-79.47,1970,-4.009
10.173,Charleston,32.95,-79.47,1971,-0.271
13.856,Charleston,32.95,-79.47,1972,3.412
10.157,Charleston,32.95,-79.47,1973,-0.287
17.208,Charleston,32.95,-79.47,1974,6.764
12.996,Charleston,32.95,-79.47,1975,2.552
8.867,Charleston,32.95,-79.47,1976,-1.577
4.691,Charleston,32.95,-79.47,1977,-5.753
7.163,Charleston,32.95,-79.47,1978,-3.281
8.724,Charleston,32.95,-79.47,1979,-1.72
10.641,Charleston,32.95,-79.47,1980,0.197
6.624,Charleston,32.95,-79.47,1981,-3.82
8.726,Charleston,32.95,-79.47,1982,-1.718
8.477,Charleston,32.95,-79.47,1983,-1.967
8.589,Charleston,32.95,-79.47,1984,-1.855
7.453,Charleston,32.95,-79.47,1985,-2.991
8.888,Charleston,32.95,-79.47,1986,-1.556
9.343,Charleston,32.95,-79.47,1987,-1.101
7.136,Charleston,32.95,-79.47,1988,-3.308
13.147,Charleston,32.95,-79.47,1989,2.703
13.357,Charleston,32.95,-79.47,1990,2.913
11.525,Charleston,32.95,-79.47,1991,1.081
10.57,Charleston,32.95,-79.47,1992,0.126
12.673,Charleston,32.95,-79.47,1993,2.229
8.869,Charleston,32.95,-79.47,1994,-1.575
10.732,Charleston,32.95,-79.47,1995,0.288
9.889,Charleston,32.95,-79.47,1996,-0.555
10.932,Charleston,32.95,-79.47,1997,0.488
12.314,Charleston,32.95,-79.47,1998,1.87
12.986,Charleston,32.95,-79.47,1999,2.542
9.699,Charleston,32.95,-79.47,2000,-0.745
9.228,Charleston,32.95,-79.47,2001,-1.216
11.796,Charleston,32.95,-79.47,2002,1.352
8.238,Charleston,32.95,-79.47,2003,-2.206
9.078,Charleston,32.95,-79.47,2004,-1.366
11.454,Charleston,32.95,-79.47,2005,1.01
13.132,Charleston,32.95,-79.47,2006,2.688
12.653,Charleston,32.95,-79.47,2007,2.209
10.381,Charleston,32.95,-79.47,2008,-0.063
10.181,Charleston,32.95,-79.47,2009,-0.263
8.065,Charleston,32.95,-79.47,2010,-2.379
7.989,Charleston,32.95,-79.47,2011,-2.455
12.433,Charleston,32.95,-79.47,2012,1.989
13.445,Charleston,32.95,-79.47,2013,3.001
6.07,Charlotte,34.56,-81.73,1960,0
3.872,Charlotte,34.56,-81.73,1961,-2.198
5.255,Charlotte,34.56,-81.73,1962,-0.815
3.693,Charlotte,34.56,-81.73,1963,-2.377
5.245,Charlotte,34.56,-81.73,1964,-0.825
6.6,Charlotte,34.56,-81.73,1965,0.53
3.165,Charlotte,34.56,-81.73,1966,-2.905
7.017,Charlotte,34.56,-81.73,1967,0.947
3.523,Charlotte,34.56,-81.73,1968,-2.547
4.281,Charlotte,34.56,-81.73,1969,-1.789
2.239,Charlotte,34.56,-81.73,1970,-3.831
5.328,Charlotte,34.56,-81.73,1971,-0.742
8.407,Charlotte,34.56,-81.73,1972,2.337
5.729,Charlotte,34.56,-81.73,1973,-0.341
11.936,Charlotte,34.56,-81.73,1974,5.866
8.12,Charlotte,34.56,-81.73,1975,2.05
4.1,Charlotte,34.56,-81.73,1976,-1.97
-0.148,Charlotte,34.56,-81.73,1977,-6.218
1.615,Charlotte,34.56,-81.73,1978,-4.455
3.666,Charlotte,34.56,-81.73,1979,-2.404
6.12,Charlotte,34.56,-81.73,1980,0.05
3.327,Charlotte,34.56,-81.73,1981,-2.743
2.849,Charlotte,34.56,-81.73,1982,-3.221
4.005,Charlotte,34.56,-81.73,1983,-2.065
4.276,Charlotte,34.56,-81.73,1984,-1.794
2.835,Charlotte,34.56,-81.73,1985,-3.235
4.644,Charlotte,34.56,-81.73,1986,-1.426
4.866,Charlotte,34.56,-81.73,1987,-1.204
2.704,Charlotte,34.56,-81.73,1988,-3.366
8.006,Charlotte,34.56,-81.73,1989,1.936
9.153,Charlotte,34.56,-81.73,1990,3.083
6.408,Charlotte,34.56,-81.73,1991,0.338
6.813,Charlotte,34.56,-81.73,1992,0.743
7.619,Charlotte,34.56,-81.73,1993,1.549
3.572,Charlotte,34.56,-81.73,1994,-2.498
6.07,Charlotte,34.56,-81.73,1995,0
4.517,Charlotte,34.56,-81.73,1996,-1.553
6.541,Charlotte,34.56,-81.73,1997,0.471
7.781,Charlotte,34.56,-81.73,1998,1.711
