AverageTemperature,City,lat,lon,year,diff
5.243,Abilene,32.95,-100.53,1960,0
3.827,Abilene,32.95,-100.53,1961,-1.416
2.887,Abilene,32.95,-100.53,1962,-2.356
2.628,Abilene,32.95,-100.53,1963,-2.615
6.067,Abilene,32.95,-100.53,1964,0.824
8.002,Abilene,32.95,-100.53,1965,2.759
2.33,Abilene,32.95,-100.53,1966,-2.913
7.052,Abilene,32.95,-100.53,1967,1.809
5.272,Abilene,32.95,-100.53,1968,0.029
7.715,Abilene,32.95,-100.53,1969,2.472
3.969,Abilene,32.95,-100.53,1970,-1.274
6.933,Abilene,32.95,-100.53,1971,1.69
5.833,Abilene,32.95,-100.53,1972,0.59
2.635,Abilene,32.95,-100.53,1973,-2.608
5.26,Abilene,32.95,-100.53,1974,0.017
6.395,Abilene,32.95,-100.53,1975,1.152
5.813,Abilene,32.95,-100.53,1976,0.57
1.624,Abilene,32.95,-100.53,1977,-3.619
1.208,Abilene,32.95,-100.53,1978,-4.035
0.225,Abilene,32.95,-100.53,1979,-5.018
5.807,Abilene,32.95,-100.53,1980,0.564
6.334,Abilene,32.95,-100.53,1981,1.091
5.807,Abilene,32.95,-100.53,1982,0.564
4.356,Abilene,32.95,-100.53,1983,-0.887
3.604,Abilene,32.95,-100.53,1984,-1.639
2.996,Abilene,32.95,-100.53,1985,-2.247
7.999,Abilene,32.95,-100.53,1986,2.756
5.082,Abilene,32.95,-100.53,1987,-0.161
3.493,Abilene,32.95,-100.53,1988,-1.75
8.259,Abilene,32.95,-100.53,1989,3.016
8.413,Abilene,32.95,-100.53,1990,3.17
4.119,Abilene,32.95,-100.53,1991,-1.124
5.556,Abilene,32.95,-100.53,1992,0.313
4.591,Abilene,32.95,-100.53,1993,-0.652
5.992,Abilene,32.95,-100.53,1994,0.749
7.039,Abilene,32.95,-100.53,1995,1.796
5.52,Abilene,32.95,-100.53,1996,0.277
5.417,Abilene,32.95,-100.53,1997,0.174
7.945,Abilene,32.95,-100.53,1998,2.702
7.45,Abilene,32.95,-100.53,1999,2.207
8.039,Abilene,32.95,-100.53,2000,2.796
4.465,Abilene,32.95,-100.53,2001,-0.778
7.288,Abilene,32.95,-100.53,2002,2.045
5.915,Abilene,32.95,-100.53,2003,0.672
7.277,Abilene,32.95,-100.53,2004,2.034
7.621,Abilene,32.95,-100.53,2005,2.378
10.145,Abilene,32.95,-100.53,2006,4.902
3.353,Abilene,32.95,-100.53,2007,-1.89
5.836,Abilene,32.95,-100.53,2008,0.593
6.347,Abilene,32.95,-100.53,2009,1.104
4.811,Abilene,32.95,-100.53,2010,-0.432
5.002,Abilene,32.95,-100.53,2011,-0.241
7.996,Abilene,32.95,-100.53,2012,2.753
6.32,Abilene,32.95,-100.53,2013,1.077
-0.832,Akron,40.99,-80.95,1960,0
-5.537,Akron,40.99,-80.95,1961,-4.705
-4.194,Akron,40.99,-80.95,1962,-3.362
-6.661,Akron,40.99,-80.95,1963,-5.829
-1.765,Akron,40.99,-80.95,1964,-0.933
-3.335,Akron,40.99,-80.95,1965,-2.503
-5.2,Akron,40.99,-80.95,1966,-4.368
-0.003,Akron,40.99,-80.95,1967,0.829
-5.382,Akron,40.99,-80.95,1968,-4.55
-3.358,Akron,40.99,-80.95,1969,-2.526
-6.896,Akron,40.99,-80.95,1970,-6.064
-5.045,Akron,40.99,-80.95,1971,-4.213
-2.164,Akron,40.99,-80.95,1972,-1.332
-1.292,Akron,40.99,-80.95,1973,-0.46
-0.102,Akron,40.99,-80.95,1974,0.73
-0.387,Akron,40.99,-80.95,1975,0.445
-5.255,Akron,40.99,-80.95,1976,-4.423
-11.416,Akron,40.99,-80.95,1977,-10.584
-6.956,Akron,40.99,-80.95,1978,-6.124
-5.986,Akron,40.99,-80.95,1979,-5.154
-2.966,Akron,40.99,-80.95,1980,-2.134
-6.248,Akron,40.99,-80.95,1981,-5.416
-6.559,Akron,40.99,-80.95,1982,-5.727
-1.372,Akron,40.99,-80.95,1983,-0.54
-5.682,Akron,40.99,-80.95,1984,-4.85
-5.834,Akron,40.99,-80.95,1985,-5.002
-2.804,Akron,40.99,-80.95,1986,-1.972
-2.646,Akron,40.99,-80.95,1987,-1.814
-3.829,Akron,40.99,-80.95,1988,-2.997
1.001,Akron,40.99,-80.95,1989,1.833
1.921,Akron,40.99,-80.95,1990,2.753
-2.326,Akron,40.99,-80.95,1991,-1.494
-1.514,Akron,40.99,-80.95,1992,-0.682
-0.185,Akron,40.99,-80.95,1993,0.647
-7.282,Akron,40.99,-80.95,1994,-6.45
-1.523,Akron,40.99,-80.95,1995,-0.691
-3.814,Akron,40.99,-80.95,1996,-2.982
-3.385,Akron,40.99,-80.95,1997,-2.553
1.729,Akron,40.99,-80.95,1998,2.561
-2.491,Akron,40.99,-80.95,1999,-1.659
-2.859,Akron,40.99,-80.95,2000,-2.027
-2.533,Akron,40.99,-80.95,2001,-1.701
1.046,Akron,40.99,-80.95,2002,1.878
-6.136,Akron,40.99,-80.95,2003,-5.304
-5.791,Akron,40.99,-80.95,2004,-4.959
-2.002,Akron,40.99,-80.95,2005,-1.17
3.18,Akron,40.99,-80.95,2006,4.012
0.021,Akron,40.99,-80.95,2007,0.853
-1.258,Akron,40.99,-80.95,2008,-0.426
-6.642,Akron,40.99,-80.95,2009,-5.81
-3.7,Akron,40.99,-80.95,2010,-2.868
-4.976,Akron,40.99,-80.95,2011,-4.144
-0.344,Akron,40.99,-80.95,2012,0.488
-1.086,Akron,40.99,-80.95,2013,-0.254
-2.36,Albuquerque,34.56,-107.03,1960,0
-1.378,Albuquerque,34.56,-107.03,1961,0.982
-1.293,Albuquerque,34.56,-107.03,1962,1.067
-2.334,Albuquerque,34.56,-107.03,1963,0.026
-2.729,Albuquerque,34.56,-107.03,1964,-0.369
1.437,Albuquerque,34.56,-107.03,1965,3.797
-2.45,Albuquerque,34.56,-107.03,1966,-0.09
-0.835,Albuquerque,34.56,-107.03,1967,1.525
-0.344,Albuquerque,34.56,-107.03,1968,2.016
2.813,Albuquerque,34.56,-107.03,1969,5.173
-0.591,Albuquerque,34.56,-107.03,1970,1.769
-0.47,Albuquerque,34.56,-107.03,1971,1.89
0.746,Albuquerque,34.56,-107.03,1972,3.106
-1.639,Albuquerque,34.56,-107.03,1973,0.721
-0.107,Albuquerque,34.56,-107.03,1974,2.253
-1.131,Albuquerque,34.56,-107.03,1975,1.229
-0.661,Albuquerque,34.56,-107.03,1976,1.699
-1.849,Albuquerque,34.56,-107.03,1977,0.511
1.012,Albuquerque,34.56,-107.03,1978,3.372
-1.95,Albuquerque,34.56,-107.03,1979,0.41
2.059,Albuquerque,34.56,-107.03,1980,4.419
1.622,Albuquerque,34.56,-107.03,1981,3.982
0.558,Albuquerque,34.56,-107.03,1982,2.918
-0.122,Albuquerque,34.56,-107.03,1983,2.238
-0.312,Albuquerque,34.56,-107.03,1984,2.048
-0.949,Albuquerque,34.56,-107.03,1985,1.411
2.973,Albuquerque,34.56,-107.03,1986,5.333
-1.666,Albuquerque,34.56,-107.03,1987,0.694
-1.382,Albuquerque,34.56,-107.03,1988,0.978
-0.511,Albuquerque,34.56,-107.03,1989,1.849
-0.768,Albuquerque,34.56,-107.03,1990,1.592
-0.657,Albuquerque,34.56,-107.03,1991,1.703
-2.308,Albuquerque,34.56,-107.03,1992,0.052
1.984,Albuquerque,34.56,-107.03,1993,4.344
0.46,Albuquerque,34.56,-107.03,1994,2.82
0.666,Albuquerque,34.56,-107.03,1995,3.026
1.36,Albuquerque,34.56,-107.03,1996,3.72
-0.793,Albuquerque,34.56,-107.03,1997,1.567
1.144,Albuquerque,34.56,-107.03,1998,3.504
2.649,Albuquerque,34.56,-107.03,1999,5.009
2.389,Albuquerque,34.56,-107.03,2000,4.749
-1.707,Albuquerque,34.56,-107.03,2001,0.653
0.71,Albuquerque,34.56,-107.03,2002,3.07
3.653,Albuquerque,34.56,-107.03,2003,6.013
1.049,Albuquerque,34.56,-107.03,2004,3.409
3.29,Albuquerque,34.56,-107.03,2005,5.65
1.682,Albuquerque,34.56,-107.03,2006,4.042
-2,Albuquerque,34.56,-107.03,2007,0.36
-1.43,Albuquerque,34.56,-107.03,2008,0.93
1.824,Albuquerque,34.56,-107.03,2009,4.184
-0.581,Albuquerque,34.56,-107.03,2010,1.779
-0.419,Albuquerque,34.56,-107.03,2011,1.941
1.84,Albuquerque,34.56,-107.03,2012,4.2
-1.981,Albuquerque,34.56,-107.03,2013,0.379
1.377,Alexandria,39.38,-76.99,1960,0
-3.304,Alexandria,39.38,-76.99,1961,-4.681
-0.28,Alexandria,39.38,-76.99,1962,-1.657
-2.062,Alexandria,39.38,-76.99,1963,-3.439
0.503,Alexandria,39.38,-76.99,1964,-0.874
-1.002,Alexandria,39.38,-76.99,1965,-2.379
-1.679,Alexandria,39.38,-76.99,1966,-3.056
2.816,Alexandria,39.38,-76.99,1967,1.439
-2.499,Alexandria,39.38,-76.99,1968,-3.876
-1.088,Alexandria,39.38,-76.99,1969,-2.465
-3.649,Alexandria,39.38,-76.99,1970,-5.026
-2.444,Alexandria,39.38,-76.99,1971,-3.821
1.714,Alexandria,39.38,-76.99,1972,0.337
1.444,Alexandria,39.38,-76.99,1973,0.067
2.984,Alexandria,39.38,-76.99,1974,1.607
2.158,Alexandria,39.38,-76.99,1975,0.781
-1.913,Alexandria,39.38,-76.99,1976,-3.29
-6.288,Alexandria,39.38,-76.99,1977,-7.665
-2.953,Alexandria,39.38,-76.99,1978,-4.33
-1.177,Alexandria,39.38,-76.99,1979,-2.554
-0.074,Alexandria,39.38,-76.99,1980,-1.451
-2.857,Alexandria,39.38,-76.99,1981,-4.234
-4.151,Alexandria,39.38,-76.99,1982,-5.528
0.67,Alexandria,39.38,-76.99,1983,-0.707
-2.67,Alexandria,39.38,-76.99,1984,-4.047
-2.265,Alexandria,39.38,-76.99,1985,-3.642
0.042,Alexandria,39.38,-76.99,1986,-1.335
-0.566,Alexandria,39.38,-76.99,1987,-1.943
-2.81,Alexandria,39.38,-76.99,1988,-4.187
2.308,Alexandria,39.38,-76.99,1989,0.931
4.541,Alexandria,39.38,-76.99,1990,3.164
0.886,Alexandria,39.38,-76.99,1991,-0.491
1.386,Alexandria,39.38,-76.99,1992,0.009
2.31,Alexandria,39.38,-76.99,1993,0.933
-4.2,Alexandria,39.38,-76.99,1994,-5.577
2.223,Alexandria,39.38,-76.99,1995,0.846
-1.37,Alexandria,39.38,-76.99,1996,-2.747
0.141,Alexandria,39.38,-76.99,1997,-1.236
4.305,Alexandria,39.38,-76.99,1998,2.928
1.445,Alexandria,39.38,-76.99,1999,0.068
-0.097,Alexandria,39.38,-76.99,2000,-1.474
-0.419,Alexandria,39.38,-76.99,2001,-1.796
3.603,Alexandria,39.38,-76.99,2002,2.226
-2.337,Alexandria,39.38,-76.99,2003,-3.714
-2.789,Alexandria,39.38,-76.99,2004,-4.166
0.449,Alexandria,39.38,-76.99,2005,-0.928
4.498,Alexandria,39.38,-76.99,2006,3.121
3.14,Alexandria,39.38,-76.99,2007,1.763
1.531,Alexandria,39.38,-76.99,2008,0.154
-2.133,Alexandria,39.38,-76.99,2009,-3.51
-0.191,Alexandria,39.38,-76.99,2010,-1.568
-1.709,Alexandria,39.38,-76.99,2011,-3.086
2.382,Alexandria,39.38,-76.99,2012,1.005
1.842,Alexandria,39.38,-76.99,2013,0.465
-1.593,Allentown,40.99,-74.56,1960,0
-6.479,Allentown,40.99,-74.56,1961,-4.886
-3.125,Allentown,40.99,-74.56,1962,-1.532
-4.544,Allentown,40.99,-74.56,1963,-2.951
-1.993,Allentown,40.99,-74.56,1964,-0.4
-4.65,Allentown,40.99,-74.56,1965,-3.057
-3.432,Allentown,40.99,-74.56,1966,-1.839
-0.312,Allentown,40.99,-74.56,1967,1.281
-5.834,Allentown,40.99,-74.56,1968,-4.241
-3.38,Allentown,40.99,-74.56,1969,-1.787
-7.058,Allentown,40.99,-74.56,1970,-5.465
-5.494,Allentown,40.99,-74.56,1971,-3.901
-1.365,Allentown,40.99,-74.56,1972,0.228
-0.814,Allentown,40.99,-74.56,1973,0.779
-1.332,Allentown,40.99,-74.56,1974,0.261
-0.3,Allentown,40.99,-74.56,1975,1.293
-5.342,Allentown,40.99,-74.56,1976,-3.749
-8.046,Allentown,40.99,-74.56,1977,-6.453
-4.666,Allentown,40.99,-74.56,1978,-3.073
-2.603,Allentown,40.99,-74.56,1979,-1.01
-2.047,Allentown,40.99,-74.56,1980,-0.454
-6.772,Allentown,40.99,-74.56,1981,-5.179
-7.286,Allentown,40.99,-74.56,1982,-5.693
-1.938,Allentown,40.99,-74.56,1983,-0.345
-4.966,Allentown,40.99,-74.56,1984,-3.373
-5.061,Allentown,40.99,-74.56,1985,-3.468
-2.227,Allentown,40.99,-74.56,1986,-0.634
-3.116,Allentown,40.99,-74.56,1987,-1.523
-5.329,Allentown,40.99,-74.56,1988,-3.736
-0.429,Allentown,40.99,-74.56,1989,1.164
1.536,Allentown,40.99,-74.56,1990,3.129
-2.313,Allentown,40.99,-74.56,1991,-0.72
-1.217,Allentown,40.99,-74.56,1992,0.376
-0.403,Allentown,40.99,-74.56,1993,1.19
-7.184,Allentown,40.99,-74.56,1994,-5.591
0.214,Allentown,40.99,-74.56,1995,1.807
-3.877,Allentown,40.99,-74.56,1996,-2.284
-3.037,Allentown,40.99,-74.56,1997,-1.444
1.711,Allentown,40.99,-74.56,1998,3.304
-1.952,Allentown,40.99,-74.56,1999,-0.359
-3.168,Allentown,40.99,-74.56,2000,-1.575
-2.814,Allentown,40.99,-74.56,2001,-1.221
1.252,Allentown,40.99,-74.56,2002,2.845
-5.223,Allentown,40.99,-74.56,2003,-3.63
-6.325,Allentown,40.99,-74.56,2004,-4.732
-3.611,Allentown,40.99,-74.56,2005,-2.018
1.608,Allentown,40.99,-74.56,2006,3.201
0.412,Allentown,40.99,-74.56,2007,2.005
-0.573,Allentown,40.99,-74.56,2008,1.02
-5.36,Allentown,40.99,-74.56,2009,-3.767
-2.359,Allentown,40.99,-74.56,2010,-0.766
-4.463,Allentown,40.99,-74.56,2011,-2.87
-0.041,Allentown,40.99,-74.56,2012,1.552
-0.968,Allentown,40.99,-74.56,2013,0.625
1.946,Amarillo,34.56,-101.19,1960,0
2.291,Amarillo,34.56,-101.19,1961,0.345
0.985,Amarillo,34.56,-101.19,1962,-0.961
-0.07,Amarillo,34.56,-101.19,1963,-2.016
4.395,Amarillo,34.56,-101.19,1964,2.449
6.228,Amarillo,34.56,-101.19,1965,4.282
-0.189,Amarillo,34.56,-101.19,1966,-2.135
5.404,Amarillo,34.56,-101.19,1967,3.458
4.069,Amarillo,34.56,-101.19,1968,2.123
5.614,Amarillo,34.56,-101.19,1969,3.668
1.882,Amarillo,34.56,-101.19,1970,-0.064
4.42,Amarillo,34.56,-101.19,1971,2.474
3.921,Amarillo,34.56,-101.19,1972,1.975
1.183,Amarillo,34.56,-101.19,1973,-0.763
2.966,Amarillo,34.56,-101.19,1974,1.02
4.264,Amarillo,34.56,-101.19,1975,2.318
4.031,Amarillo,34.56,-101.19,1976,2.085
-0.158,Amarillo,34.56,-101.19,1977,-2.104
-0.606,Amarillo,34.56,-101.19,1978,-2.552
-2.181,Amarillo,34.56,-101.19,1979,-4.127
3.47,Amarillo,34.56,-101.19,1980,1.524
5.036,Amarillo,34.56,-101.19,1981,3.09
3.885,Amarillo,34.56,-101.19,1982,1.939
2.285,Amarillo,34.56,-101.19,1983,0.339
2.178,Amarillo,34.56,-101.19,1984,0.232
1.492,Amarillo,34.56,-101.19,1985,-0.454
6.894,Amarillo,34.56,-101.19,1986,4.948
2.689,Amarillo,34.56,-101.19,1987,0.743
1.267,Amarillo,34.56,-101.19,1988,-0.679
6.334,Amarillo,34.56,-101.19,1989,4.388
5.826,Amarillo,34.56,-101.19,1990,3.88
1.91,Amarillo,34.56,-101.19,1991,-0.036
4.101,Amarillo,34.56,-101.19,1992,2.155
2.025,Amarillo,34.56,-101.19,1993,0.079
3.913,Amarillo,34.56,-101.19,1994,1.967
5.137,Amarillo,34.56,-101.19,1995,3.191
3.464,Amarillo,34.56,-101.19,1996,1.518
3.17,Amarillo,34.56,-101.19,1997,1.224
5.795,Amarillo,34.56,-101.19,1998,3.849
5.588,Amarillo,34.56,-101.19,1999,3.642
5.86,Amarillo,34.56,-101.19,2000,3.914
2.497,Amarillo,34.56,-101.19,2001,0.551
5.291,Amarillo,34.56,-101.19,2002,3.345
5.058,Amarillo,34.56,-101.19,2003,3.112
5.155,Amarillo,34.56,-101.19,2004,3.209
5.445,Amarillo,34.56,-101.19,2005,3.499
7.998,Amarillo,34.56,-101.19,2006,6.052
1.24,Amarillo,34.56,-101.19,2007,-0.706
4.038,Amarillo,34.56,-101.19,2008,2.092
4.537,Amarillo,34.56,-101.19,2009,2.591
2.806,Amarillo,34.56,-101.19,2010,0.86
3.071,Amarillo,34.56,-101.19,2011,1.125
6.534,Amarillo,34.56,-101.19,2012,4.588
4.14,Amarillo,34.56,-101.19,2013,2.194
11.832,Anaheim,32.95,-117.77,1960,0
15.41,Anaheim,32.95,-117.77,1961,3.578
13.53,Anaheim,32.95,-117.77,1962,1.698
12.345,Anaheim,32.95,-117.77,1963,0.513
12.743,Anaheim,32.95,-117.77,1964,0.911
13.677,Anaheim,32.95,-117.77,1965,1.845
12.174,Anaheim,32.95,-117.77,1966,0.342
13.372,Anaheim,32.95,-117.77,1967,1.54
13.359,Anaheim,32.95,-117.77,1968,1.527
14.225,Anaheim,32.95,-117.77,1969,2.393
13.829,Anaheim,32.95,-117.77,1970,1.997
12.965,Anaheim,32.95,-117.77,1971,1.133
11.975,Anaheim,32.95,-117.77,1972,0.143
12.325,Anaheim,32.95,-117.77,1973,0.493
12.603,Anaheim,32.95,-117.77,1974,0.771
13.482,Anaheim,32.95,-117.77,1975,1.65
14.607,Anaheim,32.95,-117.77,1976,2.775
13.987,Anaheim,32.95,-117.77,1977,2.155
14.175,Anaheim,32.95,-117.77,1978,2.343
12.188,Anaheim,32.95,-117.77,1979,0.356
15.003,Anaheim,32.95,-117.77,1980,3.171
14.808,Anaheim,32.95,-117.77,1981,2.976
12.477,Anaheim,32.95,-117.77,1982,0.645
14.775,Anaheim,32.95,-117.77,1983,2.943
14.934,Anaheim,32.95,-117.77,1984,3.102
12.773,Anaheim,32.95,-117.77,1985,0.941
15.957,Anaheim,32.95,-117.77,1986,4.125
12.925,Anaheim,32.95,-117.77,1987,1.093
13.556,Anaheim,32.95,-117.77,1988,1.724
12.603,Anaheim,32.95,-117.77,1989,0.771
13.722,Anaheim,32.95,-117.77,1990,1.89
13.884,Anaheim,32.95,-117.77,1991,2.052
14.245,Anaheim,32.95,-117.77,1992,2.413
13.685,Anaheim,32.95,-117.77,1993,1.853
15.019,Anaheim,32.95,-117.77,1994,3.187
13.524,Anaheim,32.95,-117.77,1995,1.692
14.519,Anaheim,32.95,-117.77,1996,2.687
14.016,Anaheim,32.95,-117.77,1997,2.184
14.058,Anaheim,32.95,-117.77,1998,2.226
14.263,Anaheim,32.95,-117.77,1999,2.431
14.921,Anaheim,32.95,-117.77,2000,3.089
12.642,Anaheim,32.95,-117.77,2001,0.81
13.301,Anaheim,32.95,-117.77,2002,1.469
17.028,Anaheim,32.95,-117.77,2003,5.196
13.77,Anaheim,32.95,-117.77,2004,1.938
14.146,Anaheim,32.95,-117.77,2005,2.314
14.363,Anaheim,32.95,-117.77,2006,2.531
12.751,Anaheim,32.95,-117.77,2007,0.919
12.838,Anaheim,32.95,-117.77,2008,1.006
15.767,Anaheim,32.95,-117.77,2009,3.935
14.445,Anaheim,32.95,-117.77,2010,2.613
14.786,Anaheim,32.95,-117.77,2011,2.954
15.113,Anaheim,32.95,-117.77,2012,3.281
13.404,Anaheim,32.95,-117.77,2013,1.572
-12.961,Anchorage,61.88,-151.13,1960,0
-11.29,Anchorage,61.88,-151.13,1961,1.671
-15.257,Anchorage,61.88,-151.13,1962,-2.296
-10.893,Anchorage,61.88,-151.13,1963,2.068
-15.206,Anchorage,61.88,-151.13,1964,-2.245
-16.897,Anchorage,61.88,-151.13,1965,-3.936
-17.183,Anchorage,61.88,-151.13,1966,-4.222
-17.598,Anchorage,61.88,-151.13,1967,-4.637
-16.773,Anchorage,61.88,-151.13,1968,-3.812
-20.781,Anchorage,61.88,-151.13,1969,-7.82
-19.898,Anchorage,61.88,-151.13,1970,-6.937
-24.159,Anchorage,61.88,-151.13,1971,-11.198
-19.791,Anchorage,61.88,-151.13,1972,-6.83
-21.604,Anchorage,61.88,-151.13,1973,-8.643
-18.906,Anchorage,61.88,-151.13,1974,-5.945
-17.249,Anchorage,61.88,-151.13,1975,-4.288
-15.059,Anchorage,61.88,-151.13,1976,-2.098
-5.102,Anchorage,61.88,-151.13,1977,7.859
-10.596,Anchorage,61.88,-151.13,1978,2.365
-11.984,Anchorage,61.88,-151.13,1979,0.977
-16.756,Anchorage,61.88,-151.13,1980,-3.795
-4.444,Anchorage,61.88,-151.13,1981,8.517
-19.018,Anchorage,61.88,-151.13,1982,-6.057
-15.1,Anchorage,61.88,-151.13,1983,-2.139
-14.137,Anchorage,61.88,-151.13,1984,-1.176
-5.303,Anchorage,61.88,-151.13,1985,7.658
-9.672,Anchorage,61.88,-151.13,1986,3.289
-10.131,Anchorage,61.88,-151.13,1987,2.83
-12.887,Anchorage,61.88,-151.13,1988,0.074
-23.169,Anchorage,61.88,-151.13,1989,-10.208
-15.573,Anchorage,61.88,-151.13,1990,-2.612
-15.02,Anchorage,61.88,-151.13,1991,-2.059
-11.586,Anchorage,61.88,-151.13,1992,1.375
-15.587,Anchorage,61.88,-151.13,1993,-2.626
-10.748,Anchorage,61.88,-151.13,1994,2.213
-13.684,Anchorage,61.88,-151.13,1995,-0.723
-19.447,Anchorage,61.88,-151.13,1996,-6.486
-15.436,Anchorage,61.88,-151.13,1997,-2.475
-14.531,Anchorage,61.88,-151.13,1998,-1.57
-17.055,Anchorage,61.88,-151.13,1999,-4.094
-15.38,Anchorage,61.88,-151.13,2000,-2.419
-7.433,Anchorage,61.88,-151.13,2001,5.528
-9.37,Anchorage,61.88,-151.13,2002,3.591
-10.075,Anchorage,61.88,-151.13,2003,2.886
-17.789,Anchorage,61.88,-151.13,2004,-4.828
-12.184,Anchorage,61.88,-151.13,2005,0.777
-17.973,Anchorage,61.88,-151.13,2006,-5.012
-14.164,Anchorage,61.88,-151.13,2007,-1.203
-15.634,Anchorage,61.88,-151.13,2008,-2.673
-16.116,Anchorage,61.88,-151.13,2009,-3.155
-13.011,Anchorage,61.88,-151.13,2010,-0.05
-12.897,Anchorage,61.88,-151.13,2011,0.064
-22.628,Anchorage,61.88,-151.13,2012,-9.667
-10.059,Anchorage,61.88,-151.13,2013,2.902
-3.128,Ann Arbor,42.59,-82.91,1960,0
-6.478,Ann Arbor,42.59,-82.91,1961,-3.35
-6.702,Ann Arbor,42.59,-82.91,1962,-3.574
-9.327,Ann Arbor,42.59,-82.91,1963,-6.199
-2.71,Ann Arbor,42.59,-82.91,1964,0.418
-5.15,Ann Arbor,42.59,-82.91,1965,-2.022
-7.015,Ann Arbor,42.59,-82.91,1966,-3.887
-2.356,Ann Arbor,42.59,-82.91,1967,0.772
-6.308,Ann Arbor,42.59,-82.91,1968,-3.18
-5.039,Ann Arbor,42.59,-82.91,1969,-1.911
-8.718,Ann Arbor,42.59,-82.91,1970,-5.59
-7.001,Ann Arbor,42.59,-82.91,1971,-3.873
-5.269,Ann Arbor,42.59,-82.91,1972,-2.141
-2.364,Ann Arbor,42.59,-82.91,1973,0.764
-3.54,Ann Arbor,42.59,-82.91,1974,-0.412
-2.253,Ann Arbor,42.59,-82.91,1975,0.875
-7.313,Ann Arbor,42.59,-82.91,1976,-4.185
-11.278,Ann Arbor,42.59,-82.91,1977,-8.15
-7.781,Ann Arbor,42.59,-82.91,1978,-4.653
-7.89,Ann Arbor,42.59,-82.91,1979,-4.762
-4.566,Ann Arbor,42.59,-82.91,1980,-1.438
-7.662,Ann Arbor,42.59,-82.91,1981,-4.534
-8.616,Ann Arbor,42.59,-82.91,1982,-5.488
-2.85,Ann Arbor,42.59,-82.91,1983,0.278
-8.186,Ann Arbor,42.59,-82.91,1984,-5.058
-6.803,Ann Arbor,42.59,-82.91,1985,-3.675
-4.686,Ann Arbor,42.59,-82.91,1986,-1.558
-3.827,Ann Arbor,42.59,-82.91,1987,-0.699
-5.103,Ann Arbor,42.59,-82.91,1988,-1.975
-0.761,Ann Arbor,42.59,-82.91,1989,2.367
0.089,Ann Arbor,42.59,-82.91,1990,3.217
-4.937,Ann Arbor,42.59,-82.91,1991,-1.809
-3.006,Ann Arbor,42.59,-82.91,1992,0.122
-2.738,Ann Arbor,42.59,-82.91,1993,0.39
-9.488,Ann Arbor,42.59,-82.91,1994,-6.36
-2.939,Ann Arbor,42.59,-82.91,1995,0.189
-5.483,Ann Arbor,42.59,-82.91,1996,-2.355
-5.51,Ann Arbor,42.59,-82.91,1997,-2.382
-0.687,Ann Arbor,42.59,-82.91,1998,2.441
-5.641,Ann Arbor,42.59,-82.91,1999,-2.513
-4.653,Ann Arbor,42.59,-82.91,2000,-1.525
-3.708,Ann Arbor,42.59,-82.91,2001,-0.58
-0.298,Ann Arbor,42.59,-82.91,2002,2.83
-7.006,Ann Arbor,42.59,-82.91,2003,-3.878
-7.748,Ann Arbor,42.59,-82.91,2004,-4.62
-5.313,Ann Arbor,42.59,-82.91,2005,-2.185
1.036,Ann Arbor,42.59,-82.91,2006,4.164
-2.074,Ann Arbor,42.59,-82.91,2007,1.054
-2.572,Ann Arbor,42.59,-82.91,2008,0.556
-8.537,Ann Arbor,42.59,-82.91,2009,-5.409
-4.675,Ann Arbor,42.59,-82.91,2010,-1.547
-6.213,Ann Arbor,42.59,-82.91,2011,-3.085
-1.44,Ann Arbor,42.59,-82.91,2012,1.688
-2.751,Ann Arbor,42.59,-82.91,2013,0.377
8.238,Antioch,37.78,-122.03,1960,0
7.455,Antioch,37.78,-122.03,1961,-0.783
7.661,Antioch,37.78,-122.03,1962,-0.577
6.706,Antioch,37.78,-122.03,1963,-1.532
8.118,Antioch,37.78,-122.03,1964,-0.12
8.711,Antioch,37.78,-122.03,1965,0.473
8.449,Antioch,37.78,-122.03,1966,0.211
9.058,Antioch,37.78,-122.03,1967,0.82
7.51,Antioch,37.78,-122.03,1968,-0.728
7.55,Antioch,37.78,-122.03,1969,-0.688
10.452,Antioch,37.78,-122.03,1970,2.214
8.454,Antioch,37.78,-122.03,1971,0.216
6.656,Antioch,37.78,-122.03,1972,-1.582
8.069,Antioch,37.78,-122.03,1973,-0.169
8.634,Antioch,37.78,-122.03,1974,0.396
7.955,Antioch,37.78,-122.03,1975,-0.283
8.848,Antioch,37.78,-122.03,1976,0.61
7.616,Antioch,37.78,-122.03,1977,-0.622
10.712,Antioch,37.78,-122.03,1978,2.474
8.028,Antioch,37.78,-122.03,1979,-0.21
9.776,Antioch,37.78,-122.03,1980,1.538
9.812,Antioch,37.78,-122.03,1981,1.574
6.809,Antioch,37.78,-122.03,1982,-1.429
8.242,Antioch,37.78,-122.03,1983,0.004
9.192,Antioch,37.78,-122.03,1984,0.954
7.059,Antioch,37.78,-122.03,1985,-1.179
10.873,Antioch,37.78,-122.03,1986,2.635
8.183,Antioch,37.78,-122.03,1987,-0.055
9.077,Antioch,37.78,-122.03,1988,0.839
7.714,Antioch,37.78,-122.03,1989,-0.524
8.849,Antioch,37.78,-122.03,1990,0.611
8.815,Antioch,37.78,-122.03,1991,0.577
7.6,Antioch,37.78,-122.03,1992,-0.638
8.121,Antioch,37.78,-122.03,1993,-0.117
9.212,Antioch,37.78,-122.03,1994,0.974
10.459,Antioch,37.78,-122.03,1995,2.221
